주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
138-4-000082,하나주차장,민영,노외,부산광역시 해운대구 좌1동985-8,부산광역시 해운대구 좌1동985-8,19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000083,IS프라자 근린상가주차장,민영,노외,부산광역시 해운대구 좌4동1431,부산광역시 해운대구 좌4동1431,297,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1500,10,500,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000084,장산주차장,민영,노외,부산광역시 해운대구 좌1동1463-2,부산광역시 해운대구 좌1동1463-2,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000085,우리주차장,민영,노외,부산광역시 해운대구 우1동541-1,부산광역시 해운대구 우1동541-1,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,30,1000,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000086,유로주차장,민영,노외,부산광역시 해운대구 우1동229-4,부산광역시 해운대구 우1동229-4,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,월주차만,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000087,반송주차장,민영,노외,부산광역시 해운대구 반송1동250-2463,부산광역시 해운대구 반송1동250-2463,4,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000088,1박2일주차장,민영,노외,부산광역시 해운대구 우1동640-3,부산광역시 해운대구 우1동640-3,6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,3000,30,1500,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000089,스카이문주차장,민영,노외,"부산광역시 해운대구 중2동1489-1, 1487-15","부산광역시 해운대구 중2동1489-1, 1487-15",41,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000090,개미주차장,민영,노외,"부산광역시 해운대구 우1동1366, 1369","부산광역시 해운대구 우1동1366, 1369",19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,30,1500,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000091,선수촌주차장,민영,노외,"부산광역시 해운대구 반여1동1445-1,2","부산광역시 해운대구 반여1동1445-1,2",7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1500,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000092,삼성주차장,민영,노외,부산광역시 해운대구 반여1동1200-2,부산광역시 해운대구 반여1동1200-2,19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,30,1000,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000093,경안주차장,민영,노외,부산광역시 해운대구 반여1동289번지외 2필지,부산광역시 해운대구 반여1동289번지외 2필지,36,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000094,동해주차장,민영,노외,"부산광역시 해운대구 우1동520-23, 28, 38","부산광역시 해운대구 우1동520-23, 28, 38",6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000096,한일주차장,민영,노외,부산광역시 해운대구 우동629-2,부산광역시 해운대구 우동629-2,30,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,2000,20,2000,,,,현금,,부산광역시 해운대구,051-749-4882,35.1600479,129.1582402,2021.7.22
138-4-000098,현대주차장,민영,노외,부산광역시 해운대구 우동 541-16,부산광역시 해운대구 우동 541-16,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,10,500,,,,현금,,부산광역시 해운대구,051-749-4882,35.16227693,129.1593745,2021.7.22
138-4-000099,기린주차장,민영,노외,부산광역시 해운대구 송정동 129-5,부산광역시 해운대구 송정동 129-5,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,30,1000,,,,현금,,부산광역시 해운대구,051-749-4882,35.18596635,129.2027746,2021.7.22
138-4-000100,하나타워주차장,민영,노외,부산광역시 해운대구 중동 1013-1 외,부산광역시 해운대구 중동 1013-1 외,30,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000101,재송주차장,민영,노외,부산광역시 해운대구 재송동 856-1 외,부산광역시 해운대구 재송동 856-1 외,54,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000102,글로리아주차장,민영,노외,부산광역시 해운대구 우동 649-5,부산광역시 해운대구 우동 649-5,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000103,방주주차장,민영,노외,부산광역시 해운대구 우동 646-7,부산광역시 해운대구 우동 646-7,17,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000104,주차장,민영,노외,부산광역시 해운대구 송정동 840,부산광역시 해운대구 송정동 840,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,35.16853451,129.197041,2021.7.22
138-4-000105,S-Park 주차장,민영,노외,부산광역시 해운대구 우동 638-6 외,부산광역시 해운대구 우동 638-6 외,12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,1500,10,1500,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000106,송정제일주차장,민영,노외,"부산광역시 해운대구 송정동 323-10,323-13","부산광역시 해운대구 송정동 323-10,323-13",30,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000107,해운대해수욕장주차장,민영,노외,부산광역시 해운대구 우동 650-2,부산광역시 해운대구 우동 650-2,38,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,20,2000,20,2000,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000108,해운대로주차장,민영,노외,부산광역시 해운대구 우동 639-7,부산광역시 해운대구 우동 639-7,19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,35.16210861,129.1568857,2021.7.22
138-4-000109,서목주차장,민영,노외,"부산광역시 해운대구 중동 1012-3, 1015-14외","부산광역시 해운대구 중동 1012-3, 1015-14외",4,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000110,송정주차장,민영,노외,"부산광역시 해운대구 송정동 299-8, 299-22","부산광역시 해운대구 송정동 299-8, 299-22",9,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,35.18158412,129.2011417,2021.7.22
138-4-000111,향토주차장,민영,노외,"부산광역시 해운대구 우동 441-3,9,10","부산광역시 해운대구 우동 441-3,9,10",10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000112,동남주차장,민영,노외,부산광역시 해운대구 우동 1337,"부산광역시 해운대구 우동 441-3,9,10",22,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,2000,15,1000,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000113,투헤븐호텔주차장,민영,노외,"부산광역시 해운대구 545-1,5","부산광역시 해운대구 545-1,5",27,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000114,포트주차장,민영,노외,부산광역시 해운대구 송정동 850-1,부산광역시 해운대구 송정동 850-1,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,35.16819252,129.1966096,2021.7.22
138-4-000115,해운대미포주차장,민영,노외,부산광역시 해운대구 중동 947-1,부산광역시 해운대구 중동 947-1,120,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000116,송정주차장,민영,노외,부산광역시 해운대구 송정동 427-2,부산광역시 해운대구 송정동 427-2,101,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000117,조이박주차장,민영,노외,부산광역시 해운대구 송정동 427-2,부산광역시 해운대구 재송동 521-1,2,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000118,문명주차장,민영,노외,부산광역시 해운대구 송정동 427-2,부산광역시 해운대구 송정동 306-8,8,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000119,원도주차장,민영,노외,부산광역시 해운대구 송정동 427-2,부산광역시 해운대구 송정동306-10,5,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000120,재송동주차장,민영,노외,부산광역시 해운대구 송정동 427-2,부산광역시 해운대구 송정동 1118-5,21,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000121,삼원주차장,민영,노외,부산광역시 해운대구 송정동 427-2,부산광역시 해운대구 반여동 939-1,8,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000122,알리주차장,민영,노외,부산광역시 해운대구 송정동 292,부산광역시 해운대구 반여동 939-2,4,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,35.20780231,129.1242437,2021.7.22
138-4-000123,삼성주차장,민영,노외,부산광역시 해운대구 반여동 1202-6,부산광역시 해운대구 반여동 939-3,11,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000124,(구)해운대역주차장,민영,노외,부산광역시 해운대구 우동 524-16,부산광역시 해운대구 반여동 939-4,73,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,500,0,0,,,,현금+카드,,부산광역시 해운대구,051-749-4882,,,2021.7.22
138-4-000125,송정바다주차장,민영,노외,"부산광역시 해운대구 송정동 323-10,323-13",부산광역시 해운대구 반여동 939-5,26,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,,,,현금+카드,,부산광역시 해운대구,051-749-4882,,,2021.7.22
144-1-000001,공영주차장(감전중고차시장),공영,노상,부산광역시 사상구 학감대로221번길 26,부산광역시 사상구 감전동 156-1,108,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15130434,128.9886787,2021.6.23
144-1-000002,감전시장주변,공영,노상,부산광역시 사상구 대동로 303,부산광역시 사상구 감전동 132-7,111,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15465512,128.9861379,2021.6.23
144-1-000003,파라곤호텔주변,공영,노상,부산광역시 사상구 광장로 34,부산광역시 사상구 괘법동 565-6,33,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.16190916,128.9804382,2021.6.23
144-1-000004,학장지구대주변,공영,노상,부산광역시 사상구 대동로 205,부산광역시 사상구 학장동 242-1,224,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14614847,128.9845727,2021.6.23
144-1-000005,한국강관주변,공영,노상,부산광역시 사상구 장인로17번길 78,부산광역시 사상구 감전동 949-7,339,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14764235,128.9730052,2021.6.23
144-1-000006,위생처리장주변,공영,노상,부산광역시 사상구 낙동대로943번길 157,부산광역시 사상구 감전동 509-11,229,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.13710101,128.9686434,2021.6.23
144-1-000007,동영공업주변,공영,노상,,부산광역시 사상구 학장동 748-1,414,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14084027,128.9752151,2021.6.23
144-1-000008,공영주차장(주례역),공영,노상,부산광역시 사상구 가야대로 288,부산광역시 사상구 주례동 506,22,2,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,300,10,300,,8000,90000,현금,,부산광역시 사상구청,051-310-4515,35.15000861,129.0040872,2021.6.23
144-1-000009,공영주차장(사상초등학교),공영,노상,부산광역시 사상구 운산로 81,부산광역시 사상구 덕포동 752-3,31,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.1676053,128.9851336,2021.6.23
144-1-000010,공영주차장(사상전화국),공영,노상,부산광역시 사상구 가야대로176번길 53,부산광역시 사상구 학장동 281-9,267,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14712995,128.9915395,2021.6.23
144-1-000011,해표사료주변,공영,노상,부산광역시 사상구 새벽시장로9번길 28,부산광역시 사상구 감전동 127-1,106,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15725882,128.9754935,2021.6.23
144-1-000012,공영주차장(신일금속),공영,노상,부산광역시 사상구 장인로77번길 116,부산광역시 사상구 학장동 723-1,389,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14700812,128.9789585,2021.6.23
144-1-000013,모라1동주민자치센터,공영,노상,,부산광역시 사상구 모라동 1347-4,121,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.19091357,128.9912597,2021.6.23
144-1-000014,삼락재첩거리주변,공영,노상,부산광역시 사상구 낙동대로1518번길 33,부산광역시 사상구 삼락동 70-21,127,4,미시행,평일+토요일,8:00,20:00,8:00,15:00,0:00,0:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.19343902,128.9858334,2021.6.23
